datetime,price_1d,1D_EMA_5,1D_EMA_10,1D_EMA_15,price_1w,1W_EMA_5,1W_EMA_10,1W_EMA_15
2024-08-12,546.53,517.8558684591437,502.92270551945404,490.8445162636551,,,,
2024-08-13,544.95,526.8872456394292,510.56403178864423,497.6077017306982,,,,
2024-08-14,546.53,533.4348304262862,517.1032987361634,503.7229890143609,,,,
2024-08-15,551.25,539.3732202841909,523.3117898750428,509.6638653875658,540.542,489.58462668000925,453.5975703783821,432.4849317445192
2024-08-18,562.28,547.008813522794,530.3969189886714,516.2408822141201,,,,
2024-08-21,555.19,549.7358756818627,534.904751899822,521.1095219373551,,,,
2024-08-22,551.25,550.2405837879085,537.8766151907635,524.8770816951858,556.24,511.8030844533396,472.2598303095853,447.9543152764543
2024-08-25,537.94,546.140389191939,537.8881397015338,526.5099464832876,,,,
2024-08-27,518.18,536.8202594612926,534.3048415739821,525.4687031728768,,,,
2024-08-28,518.02,530.5535063075284,531.3439612878035,524.5376152762672,,,,
2024-08-29,507.94,523.0156708716856,527.0886955991119,522.4629133667337,520.52,514.7087229688931,481.0344066169334,457.02502586689747
2024-09-01,505.58,517.2037805811237,523.1780236720007,520.352549195892,,,,
2024-09-02,529.2,521.2025203874159,524.2729284589096,521.4584805464056,,,,
2024-09-03,541.8,528.068346924944,527.4596687391079,524.0011704781049,,,,
2024-09-04,521.33,525.822231283296,526.3451835138155,523.6672741683418,,,,
2024-09-05,521.33,524.3248208555307,525.433331965849,523.3751148972991,523.848,517.7551486459288,488.81869632294547,465.37789763353527
2024-09-08,518.96,522.5365472370205,524.2563625175128,522.8232255351368,,,,
2024-09-09,517.39,520.821031491347,523.0079329688741,522.1440723432447,,,,
2024-09-10,510.3,517.3140209942313,520.697399701806,520.6635633003391,,,,
2024-09-11,503.21,512.6126806628209,517.5178724832958,518.4818678877967,,,,
2024-09-12,517.39,514.2051204418806,517.4946229408783,518.3453844018221,513.45,516.320099097286,493.297115173319,471.3869104293434
2024-09-15,507.94,512.1167469612537,515.7574187698095,517.0447113515943,,,,
2024-09-16,502.43,508.88783130750255,513.3342517207532,515.217872432645,,,,
2024-09-18,498.49,505.4218875383351,510.63529686243436,513.1268883785643,,,,
2024-09-22,500.06,503.63459169222347,508.712515614719,511.4935273312438,,,,
2024-09-23,481.16,496.143061128149,503.7029673211337,507.7018364148383,,,,
2024-09-24,472.5,488.2620407520994,498.029700535473,503.3016068629835,,,,
2024-09-25,479.59,485.37136050139964,494.6770277108415,500.33765600511055,,,,
2024-09-26,474.08,481.60757366759975,490.93211358159755,497.0554490044717,481.47799999999995,501.7356736728679,492.58464734742836,476.10087413079935
2024-09-29,471.71,478.3083824450665,487.43718383948885,493.8872678789128,,,,
2024-09-30,478.8,478.47225496337774,485.8667867777636,492.0013593940487,,,,
2024-10-01,498.49,485.1448366422519,488.1619164545338,492.8124394697926,,,,
2024-10-02,495.1,488.463224428168,489.4233861900731,493.0983845360685,,,,
2024-10-06,501.64,492.855482952112,491.6445887009688,494.16608646905996,,,,
2024-10-07,511.09,498.93365530140807,495.1801180280654,496.2815756604275,,,,
2024-10-08,507.15,501.67243686760537,497.3564602047807,497.64012870287405,,,,
2024-10-09,505.89,503.07829124507026,498.90801289482056,498.6713626150148,,,,
2024-10-15,515.81,507.32219416338023,501.9811014593986,500.81369228813793,,,,
2024-10-16,521.33,511.9914627755869,505.4990830122352,503.37823075212066,,,,
2024-10-17,522.9,515.6276418503913,508.66288610091965,505.8184519081056,520.0133333333333,506.54668108825723,498.8347855619397,485.8583167191358
2024-10-20,510.3,513.8517612335943,508.96054317347966,506.37864541959243,,,,
2024-10-21,503.84,510.5145074890629,508.0295353237561,506.0613147421434,,,,
2024-10-22,503.13,508.0530049927086,507.1387107194368,505.69490039937546,,,,
2024-10-23,499.28,505.12866999513915,505.7098542249937,504.89303784945355,,,,
2024-10-24,492.19,500.8157799967595,503.25169891135846,503.3051581182719,501.74799999999993,504.9471207255048,499.3644609143143,487.84452712924383
2024-10-27,494.55,498.72718666450635,501.669571836566,502.21076335348795,,,,
2024-10-28,507.78,501.7447911096709,502.7805587753721,502.906917934302,,,,
2024-10-29,517.39,506.95986073978065,505.4368208162135,504.71730319251424,,,,
2024-10-30,515.73,509.88324049318715,507.30830794053827,506.09389029345,,,,
2024-11-05,522.9,514.2221603287915,510.14316104225855,508.19465400676876,,,,
2024-11-06,536.52,521.6547735525277,514.938949943666,511.73532225592265,,,,
2024-11-10,543.38,528.8965157016851,520.1100499539085,515.6909069739323,,,,
2024-11-11,543.38,533.7243438011235,524.3409499622887,519.1520436021908,,,,
2024-11-12,538.65,535.366229200749,526.9425954236908,521.5892881519169,,,,
2024-11-13,531.56,534.0974861338327,527.7821235284742,522.8356271329274,,,,
2024-11-14,532.51,533.5683240892218,528.641737432388,524.0449237413114,537.896,522.012998733483,512.0404425293276,500.69148301822395
2024-11-17,546.53,537.8888827261479,531.8941488083174,526.8555582736475,,,,
2024-11-19,536.29,537.355921817432,532.6933944795323,528.0348634894415,,,,
2024-11-20,535.5,536.7372812116214,533.2036863923446,528.9680055532613,,,,
2024-11-21,528.41,533.9615208077475,532.332107048282,528.8982548591036,536.6825,526.9028324889887,516.5208166149043,505.1903601409459
2024-11-24,535.5,534.474347205165,532.9080875849579,529.7234730017157,,,,
2024-11-25,531.56,533.5028981367767,532.6629807513292,529.9530388765012,,,,
2024-11-26,537.31,534.7719320911845,533.5078933419966,530.8726590169385,,,,
2024-11-27,559.13,542.8912880607897,538.1664581889063,534.4048266398212,,,,
2024-11-28,552.83,546.2041920405266,540.8325567000143,536.7079733098435,543.266,532.3572216593259,521.3835772303762,509.9498151233277
2024-12-01,546.45,546.2861280270178,541.8539100272843,537.925726646113,,,,
2024-12-02,558.34,550.3040853513453,544.8513809314144,540.4775108153489,,,,
2024-12-03,553.61,551.4060569008969,546.4438571257026,542.1190719634302,,,,
2024-12-04,567.0,556.6040379339313,550.1813376483021,545.2291879680015,,,,
2024-12-05,556.13,556.4460252892875,551.262912621338,546.5917894720013,556.306,540.3401477728839,527.733108643035,515.7443382329118
2024-12-08,545.74,552.8773501928583,550.2587466901856,546.4853157880011,,,,
2024-12-09,547.31,551.0215667952389,549.7226109283336,546.588401314501,,,,
2024-12-10,542.59,548.2110445301594,548.4257725777275,546.0886011501883,,,,
2024-12-11,548.1,548.1740296867729,548.3665411999588,546.3400260064147,,,,
2024-12-12,541.01,545.786019791182,547.0289882545117,545.673772755613,544.95,541.8767651819227,530.8634525261195,519.3950459537978
2024-12-16,534.71,542.0940131941213,544.7891722082368,544.3033011611614,,,,
2024-12-17,534.71,539.6326754627476,542.9565954431027,543.1041385160162,,,,
2024-12-18,539.44,539.5684503084984,542.3172144534477,542.6461212015142,,,,
2024-12-19,529.2,536.1123002056656,539.9322663710027,540.965356051325,534.5150000000001,539.4228434546152,531.5273702486433,521.285040209573
2024-12-22,527.47,533.2315334704438,537.6663997580931,539.2784365449094,,,,
2024-12-23,528.41,531.6243556469626,535.9834179838944,537.9198819767958,,,,
2024-12-24,531.41,531.5529037646418,535.1518874413681,537.1061467296963,,,,
2024-12-26,533.85,532.3186025097611,534.9151806338466,536.6991283884843,530.285,536.3768956364102,531.30148474889,522.4100351833764
2024-12-29,530.78,531.8057350065075,534.1633296095108,535.9592373399237,,,,
2024-12-31,533.3,532.3038233376717,534.0063605895997,535.6268326724332,,,,
2025-01-01,531.64,532.0825488917811,533.5761132096725,535.1284785883792,,,,
2025-01-02,535.89,533.3516992611874,533.9968198988229,535.2236687648318,532.9024999999999,535.2187637576068,531.59257843091,523.7215932854543
2025-01-05,539.44,535.3811328407917,534.9864890081278,535.7507101692279,,,,
2025-01-06,550.46,540.4074218938612,537.7998546430136,537.5893713980744,,,,
2025-01-07,551.25,544.0216145959075,540.2453356170112,539.2969499733151,,,,
2025-01-08,554.4,547.4810763972717,542.8189109593727,541.1848312266507,,,,
2025-01-09,547.31,547.4240509315146,543.6354726031232,541.9504773233193,548.572,539.6698425050712,534.6797459889262,526.8278941247726
2025-01-12,544.95,546.5993672876764,543.8744775843735,542.3254176579044,,,,
2025-01-13,547.31,546.836244858451,544.4991180235783,542.9484904506663,,,,
2025-01-15,547.31,546.9941632389673,545.0101874738367,543.4936791443331,,,,
2025-01-16,541.8,545.2627754926449,544.4265170240482,543.2819692512915,545.3425,541.5607283367142,536.6184285363942,529.142219859176
2025-01-19,543.38,544.6351836617632,544.236241201494,543.2942230948801,,,,
2025-01-20,546.53,545.2667891078422,544.6532882557677,543.69869520802,,,,
2025-01-21,554.4,548.3111927385615,546.4254176638099,545.0363583070175,,,,
2025-01-22,559.52,552.0474618257077,548.8062508158444,546.8468135186404,,,,
2025-01-23,579.6,561.2316412171385,554.4051143038727,550.9409618288104,556.6859999999999,546.6024855578095,540.2670778934134,532.585192376779
2025-01-26,583.54,568.6677608114258,559.7023662486231,555.0158416002091,,,,
2025-01-27,571.73,569.6885072076172,561.8892087488734,557.105111400183,,,,
2025-01-28,574.88,571.4190048050782,564.2511707945328,559.3269724751601,,,,
2025-02-02,586.69,576.5093365367188,568.3309579227995,562.7473509157651,,,,
2025-02-03,581.18,578.0662243578125,570.6671473913814,565.0514320512945,,,,
2025-02-04,589.84,581.9908162385418,574.1531205929484,568.1500030448826,,,,
2025-02-05,589.05,584.3438774923612,576.8616441215032,570.7625026642723,,,,
2025-02-06,581.96,583.5492516615742,577.7886179175936,572.1621898312383,585.744,566.3416972849524,553.9578620608801,544.056923330138
2025-02-09,574.09,580.3961677743828,577.1161419325765,572.4031661023334,,,,
2025-02-10,568.26,576.3507785162552,575.5059343084716,571.8852703395418,,,,
2025-02-11,568.02,573.5738523441702,574.1448553432949,571.402111547099,,,,
2025-02-12,577.32,574.8225682294468,574.7221543717867,572.1418476037117,,,,
2025-02-13,569.44,573.0283788196313,573.7617626678255,571.8041166532478,571.426,568.036464856635,557.13388714072,547.4780579138708
2025-02-16,574.09,573.3822525464209,573.8214421827663,572.0898520715918,,,,
2025-02-17,574.88,573.8815016976139,574.0139072404452,572.4386205626429,,,,
2025-02-18,585.19,577.6510011317426,576.0459241058187,574.0325429923125,,,,
2025-02-20,598.34,584.5473340878284,580.0993924502153,577.0709751182735,583.125,573.06597657109,561.8595440242254,551.933925674637
2025-02-23,584.4,584.498222725219,580.8813210956307,577.9871032284893,,,,
